,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,gender,type_of_injury,ammunition,killed_by,datetime
2262,2014-07-31,7.0,Palestinian,a-Zawaydah,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2263,2014-07-31,51.0,Palestinian,Khan Yunis R.C.,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2264,2014-07-31,30.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2265,2014-07-31,28.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2266,2014-07-31,48.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2267,2014-07-31,33.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2268,2014-07-31,18.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2269,2014-07-31,17.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2270,2014-07-31,45.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2271,2014-07-31,39.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2272,2014-07-31,26.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,F,gunfire,missile,Israeli security forces,2014-07-31
2273,2014-07-31,48.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,F,gunfire,missile,Israeli security forces,2014-07-31
2274,2014-07-31,77.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2275,2014-07-31,44.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2276,2014-07-31,23.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2277,2014-07-31,13.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2278,2014-07-31,15.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2279,2014-07-31,18.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2280,2014-07-31,2.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2281,2014-07-31,21.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2282,2014-07-31,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2283,2014-07-31,1.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2284,2014-07-31,6.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2285,2014-07-31,30.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2286,2014-07-31,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2287,2014-07-31,25.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2288,2014-07-31,68.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2289,2014-07-31,17.0,Palestinian,Kh. al-'Adas,Rafah,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2290,2014-07-31,23.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2291,2014-07-31,22.0,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2292,2014-07-31,28.0,Palestinian,Khan Yunis R.C.,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-31
2293,2014-07-31,21.0,Palestinian,Khuza'ah,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2294,2014-07-31,21.0,Palestinian,al-Qararah,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2295,2014-07-31,54.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2296,2014-07-31,22.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-31
2297,2014-07-31,22.0,Palestinian,Qizan a-Najar,Khan Yunis,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2298,2014-07-31,13.0,Palestinian,a-Nuseirat R.C.,Deir al-Balah,Gaza Strip,F,gunfire,,Israeli security forces,2014-07-31
2299,2014-07-30,20.0,Israeli,Bani Suheila,Khan Yunis,Gaza Strip,M,explosion,bomb,Palestinian civilians,2014-07-30
2300,2014-07-30,21.0,Israeli,Bani Suheila,Khan Yunis,Gaza Strip,M,explosion,bomb,Palestinian civilians,2014-07-30
2301,2014-07-30,21.0,Israeli,Bani Suheila,Khan Yunis,Gaza Strip,M,explosion,bomb,Palestinian civilians,2014-07-30
2302,2014-07-30,18.0,Palestinian,'Abasan al-Kabirah,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2014-07-30
2303,2014-07-30,24.0,Palestinian,Bani Suheila,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-30
2304,2014-07-30,26.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2014-07-30
2305,2014-07-30,15.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2014-07-30
2306,2014-07-30,22.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-30
2307,2014-07-30,23.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-30
2308,2014-07-30,24.0,Palestinian,Khan Yunis,Khan Yunis,Gaza Strip,M,gunfire,,Israeli security forces,2014-07-30
