,date_of_event,age,citizenship,event_location,event_location_district,event_location_region,gender,type_of_injury,ammunition,killed_by,datetime
5132,2009-01-06,37.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5133,2009-01-06,25.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5134,2009-01-06,19.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5135,2009-01-06,24.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5136,2009-01-06,58.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5137,2009-01-06,40.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,mortar fire,Israeli security forces,2009-01-06
5138,2009-01-06,40.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5139,2009-01-06,24.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5140,2009-01-06,52.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5141,2009-01-06,11.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5142,2009-01-06,23.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5143,2009-01-06,34.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5144,2009-01-06,33.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5145,2009-01-06,47.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,mortar fire,Israeli security forces,2009-01-06
5146,2009-01-06,34.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5147,2009-01-06,20.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5148,2009-01-06,18.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5149,2009-01-06,50.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5150,2009-01-06,54.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5151,2009-01-06,28.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5152,2009-01-06,24.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5153,2009-01-06,13.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5154,2009-01-06,22.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5155,2009-01-06,17.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-06
5156,2009-01-06,21.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5157,2009-01-06,21.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-06
5159,2009-01-06,29.0,Palestinian,'Abasan al-Jadidah (a-Saghirah),Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5160,2009-01-06,10.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5161,2009-01-06,71.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5162,2009-01-06,48.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5163,2009-01-06,31.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5164,2009-01-06,23.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5165,2009-01-06,30.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5166,2009-01-06,26.0,Palestinian,al-Maghazi R.C.,Deir al-Balah,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5168,2009-01-06,15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5169,2009-01-06,16.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5170,2009-01-06,72.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5173,2009-01-06,18.0,Palestinian,Deir al-Balah,Deir al-Balah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5174,2009-01-06,34.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5176,2009-01-06,17.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-06
5178,2009-01-06,60.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5179,2009-01-06,6.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5180,2009-01-06,4.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5181,2009-01-06,3.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5182,2009-01-06,2.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5183,2009-01-06,10.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5184,2009-01-06,6.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5185,2009-01-06,8.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5186,2009-01-06,5.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5187,2009-01-06,2.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5188,2009-01-06,1.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5190,2009-01-06,3.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5191,2009-01-06,57.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-06
5192,2009-01-06,60.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5193,2009-01-06,46.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-06
5194,2009-01-06,13.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-06
5195,2009-01-06,1.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-06
5198,2009-01-06,24.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5199,2009-01-06,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-06
5200,2009-01-06,17.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5201,2009-01-06,21.0,Israeli,Gaza City,Gaza,Gaza Strip,M,gunfire,,Palestinian civilians,2009-01-06
5202,2009-01-06,51.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5203,2009-01-06,13.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5204,2009-01-06,63.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-06
5205,2009-01-06,3.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,mortar fire,Israeli security forces,2009-01-06
5206,2009-01-06,67.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,mortar fire,Israeli security forces,2009-01-06
5207,2009-01-06,19.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,mortar fire,Israeli security forces,2009-01-06
5208,2009-01-06,36.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,mortar fire,Israeli security forces,2009-01-06
5209,2009-01-06,44.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5210,2009-01-06,16.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5211,2009-01-06,21.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,mortar fire,Israeli security forces,2009-01-06
5212,2009-01-06,23.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5213,2009-01-06,15.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5214,2009-01-06,13.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5215,2009-01-06,8.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5216,2009-01-06,10.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5217,2009-01-06,9.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,mortar fire,Israeli security forces,2009-01-06
5218,2009-01-06,13.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-06
5219,2009-01-06,9.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,mortar fire,Israeli security forces,2009-01-06
5220,2009-01-05,22.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5221,2009-01-05,40.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,shell,Israeli security forces,2009-01-05
5223,2009-01-05,9.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,shelling,,Israeli security forces,2009-01-05
5224,2009-01-05,11.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,shelling,,Israeli security forces,2009-01-05
5225,2009-01-05,7.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-05
5226,2009-01-05,31.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,shelling,,Israeli security forces,2009-01-05
5227,2009-01-05,40.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,shelling,,Israeli security forces,2009-01-05
5228,2009-01-05,12.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5229,2009-01-05,7.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5230,2009-01-05,14.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-05
5231,2009-01-05,2.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,live ammunition,Israeli security forces,2009-01-05
5232,2009-01-05,14.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-05
5233,2009-01-05,27.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,live ammunition,Israeli security forces,2009-01-05
5234,2009-01-05,36.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5235,2009-01-05,14.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5236,2009-01-05,41.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5237,2009-01-05,9.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,shell,Israeli security forces,2009-01-05
5238,2009-01-05,13.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5239,2009-01-05,30.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5240,2009-01-05,6.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5241,2009-01-05,16.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-05
5242,2009-01-05,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5243,2009-01-05,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5244,2009-01-05,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5245,2009-01-05,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5246,2009-01-05,23.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5247,2009-01-05,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5248,2009-01-05,21.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5249,2009-01-05,52.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-05
5250,2009-01-05,25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5251,2009-01-05,54.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5252,2009-01-05,12.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-05
5253,2009-01-05,22.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5254,2009-01-05,16.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5255,2009-01-05,15.0,Palestinian,al-Bureij R.C.,Deir al-Balah,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5256,2009-01-05,23.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,mortar fire,Israeli security forces,2009-01-05
5258,2009-01-05,34.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5259,2009-01-05,15.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5260,2009-01-05,36.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5261,2009-01-05,16.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-05
5262,2009-01-05,22.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-05
5263,2009-01-05,28.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-05
5264,2009-01-05,50.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5265,2009-01-05,32.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5267,2009-01-05,26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5268,2009-01-05,22.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5269,2009-01-05,21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5272,2009-01-05,27.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-05
5273,2009-01-05,80.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-05
5274,2009-01-05,5.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,shell,Israeli security forces,2009-01-05
5275,2009-01-05,12.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,shell,Israeli security forces,2009-01-05
5278,2009-01-05,22.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5279,2009-01-05,29.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,shelling,,Israeli security forces,2009-01-05
5280,2009-01-05,12.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,shell,Israeli security forces,2009-01-05
5281,2009-01-05,51.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5282,2009-01-05,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5283,2009-01-05,18.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5284,2009-01-05,28.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-05
5285,2009-01-05,32.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,flechette shells,Israeli security forces,2009-01-05
5286,2009-01-05,21.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,gunfire,flechette shells,Israeli security forces,2009-01-05
5287,2009-01-05,39.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5289,2009-01-05,10.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5290,2009-01-05,5.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,gunfire,live ammunition,Israeli security forces,2009-01-05
5291,2009-01-05,4.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5292,2009-01-05,77.0,Palestinian,Jabalya,North Gaza,Gaza Strip,F,gunfire,shell,Israeli security forces,2009-01-05
5293,2009-01-05,17.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5294,2009-01-05,20.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5297,2009-01-05,28.0,Palestinian,al-'Atatrah,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-05
5298,2009-01-05,24.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-05
5299,2009-01-05,66.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-05
5300,2009-01-04,22.0,Israeli,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,mortar fire,Palestinian civilians,2009-01-04
5301,2009-01-04,23.0,Palestinian,a-Shati' R.C.,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5302,2009-01-04,19.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5303,2009-01-04,49.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5304,2009-01-04,39.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5305,2009-01-04,53.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5306,2009-01-04,58.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5307,2009-01-04,62.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5309,2009-01-04,47.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5310,2009-01-04,20.0,Palestinian,Jabalya R.C.,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5311,2009-01-04,3.0,Palestinian,Jabalya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-04
5313,2009-01-04,9.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5314,2009-01-04,14.0,Palestinian,Rafah,Rafah,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-04
5317,2009-01-04,32.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5318,2009-01-04,33.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5319,2009-01-04,19.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5320,2009-01-04,52.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,shell,Israeli security forces,2009-01-04
5321,2009-01-04,21.0,Palestinian,Khan Yunis R.C.,Khan Yunis,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5323,2009-01-04,31.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-04
5324,2009-01-04,61.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,gunfire,live ammunition,Israeli security forces,2009-01-04
5325,2009-01-04,26.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5326,2009-01-04,19.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5328,2009-01-04,13.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5329,2009-01-04,56.0,Palestinian,Juhor a-Dik,Gaza,Gaza Strip,F,gunfire,live ammunition,Israeli security forces,2009-01-04
5330,2009-01-04,35.0,Palestinian,Juhor a-Dik,Gaza,Gaza Strip,F,gunfire,live ammunition,Israeli security forces,2009-01-04
5331,2009-01-04,22.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5332,2009-01-04,31.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5333,2009-01-04,54.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5334,2009-01-04,38.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5335,2009-01-04,7.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,phosphorus shell,Israeli security forces,2009-01-04
5336,2009-01-04,10.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,phosphorus shell,Israeli security forces,2009-01-04
5337,2009-01-04,1.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,gunfire,phosphorus shell,Israeli security forces,2009-01-04
5338,2009-01-04,13.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,phosphorus shell,Israeli security forces,2009-01-04
5339,2009-01-04,16.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-04
5340,2009-01-04,17.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-04
5341,2009-01-04,21.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,F,gunfire,phosphorus shell,Israeli security forces,2009-01-04
5343,2009-01-04,45.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,phosphorus shell,Israeli security forces,2009-01-04
5344,2009-01-04,40.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5345,2009-01-04,49.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5346,2009-01-04,20.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,,Israeli security forces,2009-01-04
5347,2009-01-04,26.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5348,2009-01-04,12.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5349,2009-01-04,10.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5350,2009-01-04,2.0,Palestinian,Beit Hanoun,North Gaza,Gaza Strip,F,gunfire,shell,Israeli security forces,2009-01-04
5352,2009-01-04,63.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5353,2009-01-04,41.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5354,2009-01-04,46.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5355,2009-01-04,5.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5356,2009-01-04,46.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-04
5357,2009-01-04,4.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-04
5358,2009-01-04,44.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5359,2009-01-04,31.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-04
5360,2009-01-04,14.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,missile,Israeli security forces,2009-01-04
5361,2009-01-04,13.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5362,2009-01-04,25.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5364,2009-01-04,1.0,Palestinian,Gaza City,Gaza,Gaza Strip,F,gunfire,live ammunition,Israeli security forces,2009-01-04
5365,2009-01-04,62.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,live ammunition,Israeli security forces,2009-01-04
5366,2009-01-04,36.0,Palestinian,Gaza City,Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
5367,2009-01-04,18.0,Palestinian,Beit Lahiya,North Gaza,Gaza Strip,M,gunfire,missile,Israeli security forces,2009-01-04
